location_id,month,hour,temperature (C degree),humidity (%),pressure (hPa),cloudcover (%),windspeed (km/h),season_encoded,day_night_encoded,precipitation (mm)
2,7,5,25.6,93,1005.8,100,7.2,1,1,0.0
6,8,11,31.1,69,1007.7,100,7.3,1,0,0.1
5,11,20,27.8,87,1010.0,100,1.3,1,1,0.0
5,2,21,26.3,82,1013.5,0,12.0,0,1,0.0
1,10,21,27.2,85,1012.5,100,11.2,1,1,0.0
8,8,13,31.4,63,1008.6,32,12.6,1,0,0.1
7,9,1,24.5,97,1008.5,100,0.6,1,1,0.2
5,7,0,26.1,94,1008.6,97,4.4,1,1,0.0
6,10,16,28.1,74,1007.5,100,10.4,1,0,0.6
1,8,22,27.4,89,1011.2,100,3.8,1,1,0.0
2,12,6,23.9,99,1006.8,100,4.2,0,0,0.0
6,9,23,24.8,98,1011.2,100,1.9,1,1,0.2
5,4,3,27.1,79,1008.9,9,1.8,0,1,0.0
6,4,14,36.2,43,1006.8,95,10.0,0,0,0.0
2,2,21,25.5,81,1012.1,56,11.2,0,1,0.0
2,3,9,28.5,67,1009.7,47,11.4,0,0,0.0
6,4,19,30.1,60,1006.2,3,20.3,0,1,0.0
6,6,4,25.3,96,1007.5,25,6.8,1,1,0.0
5,1,21,26.4,59,1015.2,100,11.3,0,1,0.0
1,12,4,25.5,90,1010.8,100,4.9,0,1,0.0
3,9,1,24.9,97,1009.0,100,8.6,1,1,0.1
5,7,21,27.8,85,1007.6,98,12.6,1,1,0.0
3,2,15,32.4,47,1009.5,15,8.3,0,0,0.0
3,10,5,24.9,97,1009.8,99,8.7,1,1,1.9
4,10,12,26.5,89,1009.3,99,5.9,1,0,0.6
7,4,17,31.7,57,1008.0,7,12.4,0,0,0.0
6,10,12,30.1,71,1010.4,100,6.1,1,0,0.0
6,10,3,22.8,99,1008.3,48,5.8,1,1,0.0
2,9,7,24.9,96,1011.9,67,4.3,1,0,0.0
5,1,15,32.1,46,1008.1,100,10.3,0,0,0.0
6,6,4,24.6,95,1007.5,98,8.5,1,1,0.0
2,4,1,28.7,85,1009.3,98,7.8,0,1,0.0
2,3,11,33.4,51,1013.3,79,15.9,0,0,0.0
7,7,4,25.2,94,1007.5,99,6.3,1,1,0.0
2,5,19,26.7,96,1005.4,100,1.0,1,1,0.0
5,3,18,29.8,56,1011.0,100,21.6,0,1,0.0
6,1,17,31.8,51,1009.0,28,5.6,0,0,0.0
5,4,23,28.3,81,1009.9,68,13.4,0,1,0.0
1,9,1,25.6,100,1010.6,100,3.8,1,1,0.0
8,11,8,27.7,82,1010.7,87,9.4,1,0,0.0
8,11,11,30.0,73,1011.9,97,6.6,1,0,0.0
1,6,6,27.0,93,1009.2,75,4.5,1,0,0.0
2,1,8,26.3,72,1016.1,99,9.1,0,0,0.0
4,8,6,25.1,93,1008.5,100,5.9,1,0,0.0
2,9,20,26.8,92,1009.0,67,6.9,1,1,0.0
4,2,18,27.9,76,1012.7,100,4.6,0,1,0.0
8,2,13,33.8,43,1010.4,2,8.0,0,0,0.0
3,3,1,25.5,83,1011.2,98,9.9,0,1,0.0
5,12,1,23.5,94,1011.7,100,2.8,0,1,0.0
6,8,8,27.6,87,1011.1,72,3.3,1,0,0.0
4,6,1,25.3,93,1009.4,100,8.3,1,1,0.0
4,5,9,32.7,60,1009.2,91,8.8,1,0,0.1
7,3,18,29.7,59,1008.3,0,15.6,0,1,0.0
5,4,12,35.1,45,1010.4,90,12.6,0,0,0.0
3,5,1,26.9,88,1009.5,100,4.9,1,1,0.0
5,5,11,34.8,55,1009.2,45,10.7,1,0,0.1
8,11,0,25.5,80,1010.1,100,7.1,1,1,0.0
6,6,13,31.5,70,1007.5,100,9.4,1,0,0.5
2,9,12,31.0,67,1010.0,85,10.1,1,0,0.0
6,9,9,27.7,87,1010.0,100,4.5,1,0,0.0
7,10,4,24.8,95,1007.9,99,3.6,1,1,0.0
7,1,11,28.8,61,1012.9,13,7.2,0,0,0.0
6,6,16,26.6,86,1003.9,100,16.0,1,0,1.6
5,2,18,27.9,68,1012.2,5,20.9,0,1,0.0
2,7,14,30.9,70,1006.7,100,13.2,1,0,0.2
8,5,21,27.6,90,1008.1,100,5.6,1,1,0.1
4,6,23,27.5,92,1009.2,100,4.0,1,1,0.0
7,10,0,23.7,97,1009.9,100,3.1,1,1,0.0
5,3,16,32.4,50,1007.8,29,15.5,0,0,0.4
8,7,17,27.1,89,1003.3,100,11.5,1,0,0.1
2,11,9,28.6,73,1012.0,100,4.5,1,0,0.0
5,5,0,29.6,79,1008.4,96,9.2,1,1,0.0
4,4,9,32.1,64,1010.4,17,9.2,0,0,0.1
7,8,21,25.4,94,1010.4,91,3.4,1,1,0.5
5,3,14,34.8,43,1007.1,100,9.4,0,0,0.0
5,1,3,24.2,78,1010.1,43,6.0,0,1,0.0
1,8,11,29.8,77,1007.5,43,15.9,1,0,0.0
7,6,1,25.9,93,1008.5,100,2.4,1,1,0.0
4,11,21,26.7,91,1009.7,15,6.7,1,1,0.0
6,11,6,23.6,69,1010.4,100,12.9,1,0,0.0
7,7,5,26.0,90,1007.1,100,9.6,1,1,0.0
7,10,22,27.0,90,1011.1,47,7.2,1,1,0.0
5,12,2,22.3,86,1011.8,80,3.8,0,1,0.0
6,5,4,26.2,91,1009.4,100,3.1,1,1,0.0
4,4,7,29.2,80,1008.5,38,8.3,0,0,0.0
8,4,17,34.1,49,1005.4,94,16.9,0,0,0.0
7,2,15,29.0,68,1009.5,96,13.2,0,0,0.6
1,9,13,27.3,83,1005.8,98,15.9,1,0,2.8
1,7,18,25.4,90,1008.5,100,10.0,1,1,4.0
3,2,8,27.4,74,1014.9,100,2.8,0,0,0.0
2,4,12,30.6,67,1011.1,86,16.9,0,0,1.0
7,9,12,30.8,69,1010.1,95,3.5,1,0,0.1
8,8,9,29.0,75,1008.6,28,11.5,1,0,0.1
3,10,8,27.8,87,1008.9,100,3.9,1,0,0.0
6,9,5,24.1,99,1010.3,100,4.7,1,1,0.0
3,10,4,24.2,100,1010.9,100,2.9,1,1,0.0
3,3,2,25.5,88,1010.8,100,3.4,0,1,0.0
8,6,14,34.0,57,1004.5,12,1.1,1,0,0.0
4,12,3,23.4,90,1010.5,100,4.9,0,1,0.0
8,6,12,32.1,58,1008.0,100,5.7,1,0,0.0
1,4,4,26.3,94,1008.9,25,8.3,0,1,0.0
5,1,6,23.8,84,1014.0,53,4.0,0,0,0.0
5,6,17,26.6,89,1004.7,100,12.5,1,0,1.3
8,3,2,27.1,68,1012.4,1,14.5,0,1,0.0
2,7,15,26.4,95,1005.6,100,11.4,1,0,1.6
3,2,22,25.6,73,1013.2,0,14.4,0,1,0.0
7,12,18,28.5,62,1009.2,100,15.0,0,1,0.0
7,7,4,24.8,92,1009.2,93,10.6,1,1,0.7
3,2,18,28.7,59,1009.1,47,8.1,0,1,0.0
3,5,14,32.9,61,1005.7,89,17.7,1,0,1.9
6,2,15,34.8,32,1009.3,99,8.0,0,0,0.0
6,10,12,31.0,70,1009.0,100,7.7,1,0,0.1
4,2,20,26.3,76,1013.7,59,14.4,0,1,0.0
1,1,10,26.8,74,1013.7,11,3.5,0,0,0.0
7,6,19,27.1,91,1005.9,100,1.3,1,1,0.0
8,4,5,26.6,78,1010.0,14,8.0,0,1,0.0
4,2,18,28.9,68,1011.6,69,18.2,0,1,0.0
7,2,23,24.7,81,1012.1,100,1.7,0,1,0.0
2,9,7,25.4,93,1007.8,72,7.6,1,0,0.0
2,9,22,26.5,91,1010.9,12,5.8,1,1,0.0
7,2,7,24.5,91,1015.1,100,4.9,0,0,0.0
1,7,10,27.6,81,1008.1,100,18.4,1,0,0.3
1,2,4,25.1,72,1015.1,24,12.9,0,1,0.0
1,10,13,30.8,67,1007.2,98,15.2,1,0,0.0
8,6,10,30.2,74,1009.3,29,13.1,1,0,0.0
6,7,19,26.7,88,1009.4,100,4.5,1,1,0.0
7,4,19,30.1,63,1007.9,61,16.1,0,1,0.0
5,5,17,32.6,62,1006.1,40,10.7,1,0,0.0
4,4,5,27.3,86,1009.2,96,7.7,0,1,0.0
8,5,11,31.7,66,1010.1,29,5.4,1,0,0.0
5,3,4,25.8,87,1010.6,17,8.4,0,1,0.0
1,10,5,25.2,100,1008.1,100,4.9,1,1,0.0
1,2,13,28.4,70,1012.9,100,28.3,0,0,0.0
4,6,12,33.1,62,1007.3,100,7.7,1,0,0.0
2,7,3,25.0,94,1006.2,95,7.7,1,1,0.0
4,7,1,25.5,91,1008.4,100,8.7,1,1,0.0
7,7,10,28.9,80,1005.6,26,13.9,1,0,0.0
2,6,15,28.6,82,1003.5,100,11.7,1,0,0.7
2,2,5,22.7,96,1009.3,1,5.6,0,1,0.0
8,1,3,24.4,85,1009.8,100,2.5,0,1,0.0
1,4,15,30.0,72,1006.7,14,14.7,0,0,0.0
5,11,1,25.8,93,1011.0,59,5.7,1,1,0.0
1,2,19,26.1,88,1013.2,44,22.2,0,1,0.0
1,9,14,26.5,87,1007.3,100,17.1,1,0,1.1
4,2,16,31.0,54,1008.5,100,9.0,0,0,1.1
7,12,5,24.3,98,1012.1,100,4.1,0,1,0.0
5,2,3,25.2,90,1011.4,0,10.0,0,1,0.0
6,9,19,24.7,98,1007.0,100,4.3,1,1,0.5
8,10,17,25.4,92,1008.9,100,4.8,1,0,0.3
5,8,3,26.0,94,1007.9,92,2.9,1,1,0.0
5,9,15,26.7,87,1008.2,94,11.4,1,0,0.5
1,2,5,24.9,90,1013.9,5,14.8,0,1,0.0
8,10,14,32.0,63,1004.6,99,7.7,1,0,0.0
4,3,17,30.3,57,1004.9,70,12.3,0,0,0.0
3,3,6,23.7,99,1009.6,30,2.5,0,0,0.0
1,11,22,28.0,78,1010.3,100,13.0,1,1,0.0
1,5,0,30.0,77,1009.5,100,23.2,1,1,0.0
1,6,1,27.1,92,1005.6,100,14.7,1,1,0.1
1,5,1,30.1,80,1008.0,100,20.0,1,1,0.0
8,3,7,24.3,82,1008.5,22,4.8,0,0,0.0
7,3,7,25.7,82,1013.5,9,8.7,0,0,0.0
2,12,3,23.8,97,1010.0,100,8.0,0,1,0.1
3,10,20,25.8,91,1009.4,100,9.9,1,1,0.0
6,3,1,24.9,89,1006.6,0,9.1,0,1,0.0
3,5,19,27.9,84,1007.8,100,4.3,1,1,0.0
8,4,9,31.4,61,1011.2,79,8.7,0,0,0.0
8,5,21,27.1,90,1007.6,100,4.7,1,1,0.0
6,3,23,25.9,84,1009.5,96,8.7,0,1,0.0
6,6,5,26.1,96,1006.7,99,5.1,1,1,0.0
5,9,20,27.0,92,1008.3,100,4.6,1,1,0.0
1,11,8,27.8,81,1010.7,44,11.9,1,0,0.0
7,3,11,32.0,49,1014.0,30,4.7,0,0,0.0
6,8,17,27.0,84,1007.6,100,5.6,1,0,0.1
6,2,11,30.6,48,1012.7,78,6.0,0,0,0.0
2,10,8,24.8,99,1011.8,100,5.2,1,0,0.7
5,4,5,26.2,94,1009.5,99,4.1,0,1,0.0
3,2,13,34.7,45,1011.1,98,14.4,0,0,0.0
7,5,1,25.7,93,1009.9,100,2.5,1,1,0.0
3,5,10,32.8,63,1009.5,47,9.6,1,0,0.1
7,8,17,27.6,82,1005.9,100,11.1,1,0,0.0
6,5,20,25.3,96,1010.2,100,8.1,1,1,2.0
2,2,11,33.4,49,1012.9,94,18.4,0,0,0.0
2,10,3,25.4,97,1008.8,49,3.8,1,1,0.0
2,6,2,26.7,89,1009.1,100,4.5,1,1,0.1
1,4,11,30.9,67,1011.2,64,17.9,0,0,0.0
4,4,4,26.6,86,1008.6,100,5.9,0,1,0.0
3,6,0,24.9,95,1008.6,100,10.5,1,1,0.0
3,8,1,25.2,99,1010.3,100,2.8,1,1,0.0
8,11,16,30.5,54,1008.0,42,19.2,1,0,0.0
8,7,14,31.2,71,1005.2,100,7.1,1,0,0.3
7,9,9,28.6,84,1008.8,100,10.5,1,0,0.1
1,6,9,28.6,77,1011.6,59,4.3,1,0,0.0
8,10,10,30.4,72,1007.8,100,12.3,1,0,0.1
8,3,5,23.3,89,1010.4,10,5.9,0,1,0.0
8,5,8,29.7,77,1008.8,100,2.9,1,0,0.0
1,6,14,27.7,83,1006.5,100,19.8,1,0,0.2
2,9,7,25.5,96,1010.8,100,2.3,1,0,0.0
8,7,3,25.1,94,1007.8,100,10.5,1,1,0.0
8,10,15,29.6,70,1006.9,99,12.1,1,0,0.2
5,4,21,27.8,86,1008.6,0,9.5,0,1,0.0
2,8,11,28.1,85,1007.9,100,11.9,1,0,1.0
5,7,22,25.5,90,1011.2,100,5.2,1,1,3.9
5,5,12,34.6,52,1008.7,99,4.2,1,0,0.1
2,12,15,26.6,93,1011.4,100,8.6,0,0,4.2
5,3,1,26.5,72,1014.7,100,5.2,0,1,0.0
2,3,15,31.2,55,1009.3,74,22.8,0,0,0.0
1,6,23,26.4,91,1007.3,100,17.3,1,1,1.3
6,7,5,26.0,89,1007.0,99,9.7,1,1,0.0
1,1,1,23.0,81,1013.2,100,7.2,0,1,0.0
4,8,4,23.4,97,1008.3,80,3.0,1,1,0.0
7,12,8,25.6,89,1014.2,100,1.1,0,0,0.0
5,1,8,25.7,79,1010.8,100,3.7,0,0,0.0
5,8,5,24.4,96,1007.2,99,4.5,1,1,0.0
3,11,5,23.6,83,1008.2,98,6.7,1,1,0.0
8,3,20,27.4,71,1011.2,0,14.0,0,1,0.0
1,8,7,27.2,87,1010.2,92,6.1,1,0,0.0
3,11,23,24.9,89,1008.9,43,4.7,1,1,0.0
4,3,3,26.1,85,1009.1,100,12.3,0,1,0.0
1,6,5,27.4,88,1007.1,100,10.6,1,1,1.5
2,3,13,30.7,63,1010.4,29,14.4,0,0,0.0
8,9,6,23.8,99,1007.8,100,3.4,1,0,0.3
6,6,21,27.5,81,1008.4,24,7.8,1,1,0.0
3,1,12,29.7,53,1015.0,100,8.9,0,0,0.0
7,1,3,23.1,87,1010.8,99,4.3,0,1,0.0
1,10,11,29.5,68,1010.6,58,15.9,1,0,0.0
1,8,23,27.8,88,1009.6,100,5.5,1,1,0.0
4,4,21,27.4,82,1010.0,72,12.8,0,1,0.0
1,3,9,28.6,71,1012.4,100,23.8,0,0,0.0
1,8,22,27.7,86,1010.8,98,7.3,1,1,0.0
6,11,8,26.9,83,1013.0,73,6.4,1,0,0.0
8,10,2,24.4,98,1009.5,90,4.0,1,1,0.0
3,2,2,24.1,97,1012.0,100,5.0,0,1,0.1
1,6,14,29.3,75,1007.4,100,22.9,1,0,0.4
4,9,15,31.0,72,1004.1,96,9.0,1,0,1.9
8,7,8,27.9,83,1007.5,100,14.0,1,0,0.0
8,10,3,24.7,95,1008.1,70,3.7,1,1,0.1
6,9,3,24.4,99,1006.9,100,6.5,1,1,1.5
2,8,16,29.0,81,1007.5,94,13.4,1,0,1.0
5,2,18,28.3,65,1011.7,80,15.3,0,1,0.0
5,4,9,28.9,71,1013.0,92,8.2,0,0,0.0
3,9,0,24.8,96,1007.9,100,13.5,1,1,0.0
4,1,1,25.7,62,1014.8,80,12.6,0,1,0.0
6,3,4,26.1,82,1011.2,90,15.2,0,1,0.0
4,11,0,25.0,70,1011.3,100,13.2,1,1,0.0
5,10,0,26.5,93,1007.4,30,3.8,1,1,0.0
5,5,19,26.4,93,1009.9,97,4.5,1,1,0.0
5,11,5,24.3,97,1009.1,100,4.0,1,1,0.0
5,1,9,27.5,78,1015.0,22,2.9,0,0,0.0
4,2,16,32.4,51,1009.1,19,11.0,0,0,0.0
5,6,8,25.9,91,1010.0,100,3.5,1,0,0.0
1,1,9,27.4,68,1014.1,98,4.5,0,0,0.0
2,10,19,26.6,87,1008.6,100,7.2,1,1,0.0
3,6,1,25.5,91,1011.4,100,7.0,1,1,0.0
8,8,2,24.9,97,1010.0,49,4.7,1,1,0.0
6,3,14,34.0,42,1005.2,99,7.0,0,0,0.0
1,4,20,29.1,77,1007.0,0,13.5,0,1,0.0
4,2,11,32.7,50,1013.1,18,16.0,0,0,0.0
4,5,15,30.1,72,1004.9,100,7.8,1,0,0.0
7,3,10,31.6,61,1013.4,70,8.2,0,0,0.0
3,12,22,27.0,70,1010.1,100,11.4,0,1,0.0
2,6,12,32.1,67,1008.2,100,5.1,1,0,0.1
3,10,8,26.7,83,1010.2,99,4.8,1,0,0.7
8,1,11,30.7,60,1013.2,15,6.8,0,0,0.0
6,10,2,25.5,98,1007.0,100,5.0,1,1,0.0
2,9,14,29.2,81,1003.5,100,8.9,1,0,6.5
2,1,7,23.6,87,1010.3,97,7.5,0,0,0.0
3,9,3,24.6,97,1009.4,50,4.6,1,1,0.0
4,3,19,26.1,76,1009.2,90,11.7,0,1,0.0
6,11,9,29.1,76,1011.0,94,1.9,1,0,0.0
7,1,3,24.7,92,1010.7,96,2.9,0,1,0.0
2,3,14,30.8,53,1008.5,49,15.8,0,0,0.0
8,2,20,26.5,68,1013.3,2,15.6,0,1,0.0
4,8,16,28.9,73,1006.5,99,22.0,1,0,0.1
8,6,21,30.1,77,1008.4,100,4.6,1,1,0.0
3,5,8,30.4,74,1010.5,93,15.9,1,0,0.6
5,3,16,35.1,42,1006.8,4,4.2,0,0,0.0
2,9,17,25.6,97,1005.7,99,4.5,1,0,0.1
8,2,12,32.5,51,1012.9,96,11.2,0,0,0.0
2,5,4,26.7,97,1007.4,100,3.8,1,1,0.0
8,6,19,25.6,97,1005.6,100,4.0,1,1,0.2
5,1,15,32.3,49,1010.3,100,4.0,0,0,0.0
2,9,9,29.3,75,1008.6,58,11.5,1,0,0.0
7,6,17,27.4,85,1007.7,100,5.9,1,0,0.2
4,5,16,32.6,61,1005.9,37,19.4,1,0,0.6
3,1,4,22.2,63,1012.8,97,8.2,0,1,0.0
1,3,1,25.8,86,1012.8,100,6.2,0,1,0.0
8,2,15,32.9,48,1010.5,45,2.7,0,0,0.0
4,9,13,27.9,81,1008.8,100,13.9,1,0,2.2
4,4,20,29.0,71,1010.2,85,13.3,0,1,0.0
2,2,1,25.4,89,1012.2,84,11.4,0,1,0.0
4,8,12,27.8,84,1007.5,100,10.3,1,0,0.2
2,4,12,33.1,54,1009.1,33,14.5,0,0,0.0
1,5,18,29.3,80,1005.3,100,9.3,1,1,0.0
6,5,17,31.8,65,1003.8,100,16.1,1,0,0.0
3,7,23,25.8,95,1008.9,55,5.0,1,1,0.0
1,4,5,25.7,93,1008.7,100,4.5,0,1,0.0
3,5,15,29.4,76,1005.8,100,13.0,1,0,0.4
6,10,17,27.0,83,1008.0,77,6.7,1,0,0.0
3,8,12,29.7,74,1010.3,100,7.3,1,0,0.1
6,8,16,30.8,69,1006.1,97,9.2,1,0,0.0
5,10,0,26.1,93,1007.8,100,5.5,1,1,0.0
6,5,19,28.0,81,1009.0,100,15.2,1,1,2.7
5,6,0,27.9,88,1009.5,97,6.5,1,1,0.0
8,11,7,24.4,92,1009.6,97,8.3,1,0,0.0
2,3,21,25.1,91,1006.5,0,10.0,0,1,0.0
6,3,3,25.6,91,1010.3,61,8.0,0,1,0.0
6,2,16,34.2,42,1009.2,60,13.2,0,0,0.0
7,11,23,24.9,96,1011.3,100,4.4,1,1,0.0
6,5,1,27.2,96,1008.4,100,5.4,1,1,0.0
2,9,16,26.8,89,1002.8,100,9.8,1,0,0.2
5,7,23,25.3,94,1009.0,100,6.6,1,1,0.4
6,9,8,27.1,88,1011.5,100,6.3,1,0,0.0
5,10,23,26.0,91,1012.5,100,2.8,1,1,0.0
7,9,5,24.7,97,1006.5,100,5.2,1,1,0.4
8,1,7,24.6,88,1011.8,69,8.4,0,0,0.0
1,3,15,28.7,74,1008.7,3,22.0,0,0,0.0
3,7,20,28.3,74,1006.0,54,10.7,1,1,0.0
5,6,8,26.5,89,1006.6,100,3.9,1,0,0.0
4,8,13,32.6,58,1008.2,98,4.7,1,0,0.0
6,5,12,33.0,68,1009.6,13,8.1,1,0,0.1
1,9,18,26.8,88,1006.6,100,14.6,1,1,0.8
3,5,15,33.8,55,1005.7,51,15.6,1,0,0.1
8,6,12,28.8,79,1008.7,100,9.8,1,0,2.8
6,4,16,33.6,48,1008.2,6,15.4,0,0,0.0
2,5,1,27.7,95,1007.8,99,3.2,1,1,0.0
2,12,10,29.0,80,1010.1,81,7.2,0,0,0.0
5,2,8,25.6,71,1018.3,14,5.4,0,0,0.0
8,8,9,30.3,80,1010.5,99,8.0,1,0,0.0
3,5,6,27.3,82,1009.7,73,9.0,1,0,0.0
3,1,15,32.5,46,1009.3,100,2.9,0,0,0.0
1,2,13,29.0,67,1010.4,100,33.9,0,0,0.0
3,11,11,30.7,66,1010.6,88,6.5,1,0,0.0
5,11,14,31.4,59,1007.7,21,3.8,1,0,0.0
4,10,16,30.7,64,1008.7,100,8.0,1,0,0.0
5,10,6,24.5,97,1009.7,100,2.7,1,0,0.8
1,5,12,28.8,76,1008.6,100,10.2,1,0,0.0
2,12,14,27.6,87,1011.0,86,9.8,0,0,3.7
4,6,9,29.6,81,1008.9,100,1.4,1,0,0.1
1,9,14,28.0,82,1006.6,100,20.0,1,0,0.2
3,1,17,27.3,65,1009.0,100,14.2,0,0,0.0
3,4,1,27.5,72,1010.5,96,10.5,0,1,0.0
6,7,1,26.4,87,1007.3,100,12.3,1,1,0.0
4,8,11,32.1,70,1010.1,93,7.3,1,0,0.1
2,7,5,25.0,94,1008.1,100,11.9,1,1,0.0
3,6,23,24.8,96,1008.2,10,6.6,1,1,0.0
2,10,0,24.8,96,1009.9,81,6.4,1,1,0.0
1,3,3,25.8,85,1011.7,0,18.1,0,1,0.0
7,4,18,30.7,59,1004.8,9,13.7,0,1,0.0
5,6,21,26.9,91,1009.0,100,4.1,1,1,0.0
3,6,6,25.5,96,1009.0,89,4.0,1,0,0.0
1,11,15,30.4,70,1006.3,42,15.9,1,0,0.0
6,5,0,29.6,78,1006.9,100,14.3,1,1,0.0
7,3,7,25.6,86,1009.5,20,9.2,0,0,0.0
7,9,23,24.8,95,1010.1,100,3.4,1,1,0.0
6,1,19,28.1,72,1010.2,100,13.3,0,1,0.0
5,8,15,25.3,92,1007.1,100,9.7,1,0,3.1
5,8,18,25.3,89,1006.2,96,9.0,1,1,0.3
4,10,23,24.7,95,1011.5,100,6.0,1,1,0.0
1,8,6,26.3,89,1008.4,96,13.0,1,0,0.1
7,10,14,29.2,70,1009.7,100,12.0,1,0,0.4
5,3,17,30.5,64,1005.7,32,14.9,0,0,0.0
5,4,8,28.6,79,1011.6,33,6.8,0,0,0.0
6,11,0,25.7,87,1008.9,100,9.4,1,1,0.0
2,12,11,25.7,87,1013.2,100,2.4,0,0,0.0
3,10,5,23.9,97,1006.9,100,7.7,1,1,0.4
7,9,4,24.6,96,1006.3,100,8.7,1,1,0.0
1,10,19,28.3,83,1006.6,100,14.7,1,1,0.0
5,6,1,26.6,93,1009.2,97,6.1,1,1,0.0
8,6,1,26.7,90,1007.4,100,0.8,1,1,0.0
8,5,22,28.1,88,1010.4,100,5.8,1,1,0.0
4,8,1,26.7,89,1006.8,96,8.5,1,1,0.1
5,5,6,28.2,86,1010.1,13,6.4,1,0,0.0
8,5,5,25.9,89,1008.7,3,4.3,1,1,0.0
4,6,15,29.7,70,1006.8,100,16.2,1,0,0.5
1,4,11,32.1,64,1010.5,49,15.6,0,0,0.0
3,11,5,23.9,100,1009.9,100,4.1,1,1,0.0
6,6,12,33.3,62,1006.3,100,7.4,1,0,0.1
8,10,8,26.6,93,1009.2,98,5.0,1,0,0.3
3,3,16,33.8,51,1006.0,95,15.3,0,0,0.0
6,3,6,24.5,90,1010.6,69,3.2,0,0,0.0
5,5,18,29.6,74,1008.4,100,7.0,1,1,0.1
8,4,17,29.5,69,1007.6,49,8.9,0,0,0.0
6,3,15,35.0,45,1007.8,100,5.4,0,0,0.0
3,12,17,28.8,67,1008.4,9,10.3,0,0,0.0
2,5,18,28.4,78,1006.7,73,12.3,1,1,0.0
1,12,14,27.0,84,1008.4,100,15.5,0,0,0.2
4,11,11,30.3,73,1009.9,16,0.7,1,0,0.0
3,6,16,30.9,73,1007.0,100,9.0,1,0,0.0
3,10,8,27.9,86,1011.9,25,9.6,1,0,0.0
7,10,0,25.3,97,1009.8,100,3.1,1,1,0.0
7,3,1,25.4,81,1013.3,69,4.1,0,1,0.0
7,7,12,30.5,71,1008.9,100,9.5,1,0,0.0
4,2,10,29.1,65,1016.1,0,6.1,0,0,0.0
3,4,22,27.8,76,1010.7,70,10.9,0,1,0.0
7,7,2,25.0,94,1007.0,57,6.6,1,1,0.0
5,5,9,31.7,67,1010.7,99,5.7,1,0,0.0
8,12,12,28.8,64,1013.1,91,3.3,0,0,0.0
4,6,5,26.6,92,1009.2,100,1.5,1,1,0.0
1,8,7,27.4,91,1008.9,45,5.1,1,0,0.0
7,2,22,25.6,73,1012.2,100,5.6,0,1,0.0
5,1,21,25.7,83,1013.3,100,8.0,0,1,0.0
7,9,22,25.4,96,1010.5,98,4.1,1,1,0.1
7,10,23,25.6,94,1010.3,100,3.7,1,1,0.0
8,12,8,24.2,77,1013.1,10,9.0,0,0,0.0
2,10,9,29.5,76,1011.6,59,7.3,1,0,0.1
4,6,22,26.4,89,1011.6,99,7.2,1,1,0.0
4,2,9,29.3,55,1012.8,91,14.2,0,0,0.0
7,2,4,24.0,92,1011.0,71,4.0,0,1,0.0
7,7,20,26.2,95,1011.4,100,5.4,1,1,0.0
7,8,16,26.0,87,1006.1,100,9.4,1,0,1.3
8,9,18,26.9,88,1004.8,100,14.0,1,1,0.1
4,5,22,26.7,92,1008.9,100,1.5,1,1,0.0
1,3,6,25.5,84,1010.7,93,5.5,0,0,0.0
4,4,1,26.7,89,1009.6,100,3.8,0,1,0.0
3,3,19,27.9,68,1009.1,0,18.4,0,1,0.0
8,11,22,24.5,97,1010.8,100,2.7,1,1,0.0
5,10,1,25.4,93,1010.6,100,5.9,1,1,0.4
3,2,2,24.0,69,1015.5,0,5.3,0,1,0.0
1,4,19,29.7,71,1006.5,1,13.4,0,1,0.0
7,9,6,24.4,96,1007.2,100,3.4,1,0,0.0
1,8,14,29.8,74,1008.0,4,14.2,1,0,0.0
5,8,9,29.2,76,1011.1,73,5.8,1,0,0.0
3,11,6,24.5,96,1009.1,88,4.5,1,0,0.0
2,10,14,30.8,68,1008.2,99,5.9,1,0,0.0
2,6,0,25.2,96,1005.9,100,10.2,1,1,0.0
5,8,4,23.4,95,1009.7,52,1.9,1,1,0.1
1,4,21,28.6,82,1011.0,19,15.1,0,1,0.0
3,1,17,29.5,46,1010.6,7,9.4,0,0,0.0
4,5,12,32.5,64,1006.8,100,6.7,1,0,0.0
3,3,5,24.4,96,1010.1,16,6.1,0,1,0.0
8,6,17,32.6,61,1006.9,100,5.0,1,0,0.0
2,5,4,26.0,93,1008.5,53,9.0,1,1,0.2
3,2,5,24.7,72,1010.3,73,11.0,0,1,0.0
5,12,16,28.2,81,1005.7,100,8.3,0,0,0.1
4,3,3,25.8,79,1009.5,57,16.6,0,1,0.0
8,5,8,29.5,73,1009.7,16,10.2,1,0,0.1
5,8,13,29.6,73,1008.4,99,17.0,1,0,4.6
7,6,13,33.1,62,1006.3,99,6.3,1,0,0.0
2,5,11,30.8,69,1006.4,100,8.3,1,0,0.1
4,10,12,31.7,67,1007.9,100,4.5,1,0,0.1
4,5,16,28.0,85,1006.0,100,6.6,1,0,2.1
6,12,4,24.0,88,1011.0,100,0.4,0,1,0.0
7,4,9,29.1,73,1010.5,100,7.0,0,0,0.0
8,1,9,26.7,66,1018.1,89,7.4,0,0,0.0
7,7,18,26.0,92,1005.1,100,7.9,1,1,0.1
2,9,23,25.0,99,1008.5,100,7.0,1,1,0.3
1,10,5,25.2,100,1009.6,100,7.8,1,1,0.1
8,4,19,30.6,63,1007.5,99,9.1,0,1,0.0
5,1,4,21.8,88,1010.0,100,5.2,0,1,0.0
